,sh,phylum,class,order,family,genus,species
251584,JN939436.1.1842,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon coremiiforme
251587,MF072552.1.1283,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Alternaria alternata
251613,JN941105.1.1787,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida-Lodderomyces,Candida-Lodderomyces clade
251620,JN941598.1.1595,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus reticulisporus
251621,JN941609.1.1754,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia lunata
251622,JN941616.1.1754,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia hawaiiensis
251623,JN941629.1.1754,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia australiensis
251628,JN941684.1.1752,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,[Hypocrea] muroiana
251630,JN941705.1.2153,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps rubiginosiperitheciata
251632,JN941726.1.1750,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps clavata
251634,JN941757.1.2536,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps militaris
251706,LC171727.1.1768,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Kuraishia,Nakazawaea todaengensis
251725,HQ585897.1.1775,Incertae Sedis,Neocallimastigales,Neocallimastigaceae,Neocallimastix,Neocallimastix,Neocallimastix frontalis
251845,KC455300.1.1637,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora suttonii
251862,JQ043222.1.1628,Mucoromycotina,Mucorales,Lichtheimiaceae,Thamnostylum,Thamnostylum,Thamnostylum nigricans
251914,LN649232.8118176.8119971,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
251915,LN649232.8215351.8217146,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
251916,LN649232.8372326.8374121,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
251917,LN649232.8447076.8448871,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
251918,LN649232.8581626.8583421,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
251919,LN649232.8686276.8688071,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
251921,LN649232.8985276.8987071,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
251922,LN649232.9082451.9084246,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
251957,HQ609487.1.1637,Ascomycota,Sordariomycetes,Glomerellales,Australiascaceae,Monilochaetes,Monilochaetes dimorphospora
251973,HQ651942.1.1718,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces insectosa
252014,LN649232.8080801.8082596,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
252015,LN649232.8334951.8336746,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
252017,LN649232.8633951.8635746,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
252018,LN649232.8783451.8785246,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
252019,LN649232.8940426.8942221,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum
252055,AY256241.1.1216,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,uncultured eukaryote
252089,LT558136.325639.327830,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago bromivora
252114,MF997500.1.1644,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus terreus
252182,LDAW01001190.1319.3196,Mortierellomycotina,Mortierellales,Mortierellaceae,Mortierella,Mortierella,Mortierella alpina
252190,HQ728531.1.1694,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Singerocybe,Singerocybe adirondackensis
252230,LIUU01000090.35215.36982,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae W303
252256,KF805742.1.1751,Mucoromycotina,Mucorales,Lichtheimiaceae,Circinella,Circinella,Circinella umbellata
252306,KC479678.1.1718,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces parashehatae
252311,KC509580.10.1741,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria laricina
252359,MG765269.1.1688,Basidiomycota,Atractiellomycetes,Atractiellales,Proceropycnis,Proceropycnis,Proceropycnis hameedii
252366,HM151319.1.1693,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,uncultured Pichia
252389,MG101835.1.1725,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae (baker's yeast)
252407,LT671825.614744.616528,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis ATCC 42132
252416,JN546116.1.1420,Ascomycota,Sordariomycetes,Hypocreales,Incertae Sedis,Sarocladium,Paecilomyces sp. YK1
252417,JN546140.1.1661,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cerrena,Cerrena unicolor
252446,EU162639.1.1774,Entomophthoromycotina,Entomophthorales,uncultured,uncultured Chytridiomycota,uncultured,uncultured Chytridiomycota
252459,AY256334.1.1282,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,uncultured,uncultured eukaryote
252495,JQ995172.1.1777,Zoopagomycotina,Zoopagales,Piptocephalidaceae,Piptocephalis,Piptocephalis,Piptocephalis formosana
252496,LT558136.317493.319684,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago bromivora
252589,MG252955.1.1741,Entomophthoromycotina,Entomophthorales,Entomophthoraceae,Zoophthora,Zoophthora,Zoophthora radicans
252606,JQ698891.1.1745,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,Eremothecium cymbalariae
252607,JQ698909.1.1640,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces castillae
252608,JQ698925.1.1761,Ascomycota,Saccharomycetes,Saccharomycetales,Alloascoideaceae,Alloascoidea,Alloascoidea africana
252654,JF719114.1.1200,Ascomycota,Dothideomycetes,uncultured fungus,,uncultured,uncultured fungus
252749,MG829335.1.1655,Glomeromycotina,Glomerales,Glomeraceae,Glomus,Glomeromycotina,Glomeromycotina sp.
252750,MG829370.1.1654,Glomeromycotina,Glomerales,Glomeraceae,Rhizophagus,Glomeromycotina,Glomeromycotina sp.
252751,MG829434.1.1607,,,,,,
252757,MG829587.1.1644,Glomeromycotina,Archaeosporales,Archaeosporaceae,Glomeromycotina sp.,Glomeromycotina,Glomeromycotina sp.
252781,JQ689418.1.1653,Incertae Sedis,Incertae Sedis,Incertae Sedis,Rozella,uncultured,uncultured fungus
252795,JN020240.1.1638,Incertae Sedis,uncultured,uncultured Chytridiomycota,,uncultured,uncultured Chytridiomycota
252819,JN546139.1.1565,Basidiomycota,Exobasidiomycetes,Robbauerales,Robbaueraceae,Robbauera,Robbauera albescens
252839,LT854259.1694966.1696755,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici ST99CH_1E4
252847,EU162634.1.1768,LKM11,,,,,
252869,JQ043223.1.1631,Mucoromycotina,Mucorales,Lichtheimiaceae,Thamnostylum,Thamnostylum,Thamnostylum lucknowense
252936,JX158486.1.1663,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Acremonium,Acremonium alcalophilum
252983,LT854279.1786375.1788164,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici ST99CH_3D1
253047,KC254861.1.1757,Ascomycota,Saccharomycetes,Saccharomycetales,Ascoideaceae,Ascoidea,Ascoidea asiatica
253127,HQ232179.1.1764,Ascomycota,Sordariomycetes,Hypocreales,Incertae Sedis,Sarocladium,Sarocladium bacillisporum
253149,EU091870.1.1445,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,uncultured Banisveld eukaryote
253183,LC119082.1.1763,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycotina sp. Y1028-SICYAM1,Saccharomycotina,Saccharomycotina sp. Y1028-SICYAM1
253417,LC171726.1.1801,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Nakazawaea,Nakazawaea siamensis
253423,HQ446283.1.1293,Ascomycota,Sordariomycetes,Savoryellales,Incertae Sedis,Ascotaiwania,Ascotaiwania sawadae
253425,HQ446291.1.1267,Ascomycota,Sordariomycetes,Savoryellales,Incertae Sedis,Savoryella,Savoryella aquatica
253473,JQ926736.1.1660,Basidiomycota,Agaricomycetes,Agaricales,Hohenbuehelia sp. ZW-16,Hohenbuehelia,Hohenbuehelia sp. ZW-16
253517,LDAT01001582.4875.6671,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes (shiitake mushroom)
253574,JN940952.1.1671,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora tetrarrhenae
253576,JN941185.1.1761,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,Stereocaulon sasakii
253584,JN941626.1.1754,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia australiensis
253585,JN941631.1.1754,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris sorokiniana
253591,JN941680.1.1752,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma lixii
253595,JN941713.1.1750,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps nutans
253597,JN941752.1.2126,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Polycephalomyces,Polycephalomyces nipponicus
253645,KC455298.1.1671,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora fusarioides
253654,LT854279.1784209.1785998,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici ST99CH_3D1
253672,EU169415.1.1245,Glomeromycotina,Glomerales,Glomeraceae,Septoglomus,uncultured,uncultured Glomus
253699,JN820129.1.1477,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Danielozyma ontarioensis
253715,AY903741.1.1526,Glomeromycotina,Glomerales,Glomeraceae,Glomus,uncultured,uncultured glomeraceous AM fungus
253720,JN368229.1.1778,Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae sp. CFMR FP150378,Bondarzewiaceae,Bondarzewiaceae sp. CFMR FP150378
253723,LT671809.624991.626765,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis
253741,ABPE01001451.1002.2790,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium alfalfae VaMs.102
253864,HQ651941.1.1718,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces lignosus
253897,U04205.1.1761,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria doliolum
253907,U42480.1.1730,Ascomycota,Dothideomycetes,Pleosporales,Curreya,Curreya,Curreya pityophila
253908,U42488.1.1727,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,Westerdykella dispersa
253909,U42664.1.1730,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,Rhizina,Rhizina undulata
253917,U62012.1.1634,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pulvinula,Pulvinula archeri
253920,U72603.1.1552,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Orbilia delicatula
253929,X58053.1.1800,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces hansenii
253940,X78601.1.1765,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania-Candida,Kazachstania-Candida clade
253952,X79312.1.1765,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala dermatitidis
253953,X83814.1.1799,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis
253954,X89519.1.1796,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania-Candida,Kazachstania-Candida clade
253956,X98089.1.1714,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber excavatum
253957,Y12102.1.1779,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera-Candida,Cyberlindnera-Candida clade
253960,Y16814.1.1709,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,Zygosaccharomyces lentus
254026,AY916567.1.1711,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Peniophorella,uncultured eukaryote
254079,KR131438.1.1266,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,uncultured Aspergillus
254108,AY382466.1.1448,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,uncultured,uncultured fungus
254110,JN886804.1.1714,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium griseofulvum
254150,JN940969.1.1534,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces virginianus
254160,JN941625.1.1754,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia eragrostidis
254164,JN941641.1.1755,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Curvularia kusanoi
254173,JN941700.1.1752,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps sphecocephala
254179,JN941750.1.2068,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps pleuricapitata
254189,DQ244002.1.1787,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,uncultured fungus
254190,DQ244018.1.1734,LKM11,,,,,
254196,JN974022.1.1792,Mucoromycotina,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus,Rhizopus stolonifer
254227,EU169393.1.1253,Glomeromycotina,Glomerales,uncultured,uncultured Glomus,uncultured,uncultured Glomus
254228,EU169403.1.1261,Glomeromycotina,uncultured,uncultured Glomus,,uncultured,uncultured Glomus
254256,M90825.1.1238,Basidiomycota,Agaricomycetes,Boletales,Phylloporus,Phylloporus,Phylloporus rhodoxanthus
254259,JN856011.1.1635,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala angulospora
254445,ABAS01000104.4420.6210,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces stipitatus ATCC 10500
254497,KF036645.1.1653,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma paraflava
254498,KF036662.1.1654,Basidiomycota,Tremellomycetes,Holtermanniella wattica,,Holtermanniella,Holtermanniella wattica
254499,KF036708.1.1655,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella resupinata
254528,MF522179.1.1715,Mucoromycotina,Mucorales,Cunninghamellaceae,Absidia,Absidia,Absidia panacisoli
254577,KC297628.1.1742,Kickxellomycotina,Harpellales,Legeriomycetaceae,Pennella sp. NOR-7-W12,Pennella,Pennella sp. NOR-7-W12
254634,MH145429.1.1224,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces pinophilus
254751,AY382457.1.1446,Ascomycota,Leotiomycetes,Helotiales,uncultured fungus,uncultured,uncultured fungus
254755,MF040753.1.1716,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp.
254784,JN941601.1.1595,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus fulvescens
254785,JN941618.1.1754,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia geniculata
254902,MG829322.1.1651,Glomeromycotina,Archaeosporales,Archaeosporaceae,Glomeromycotina sp.,Glomeromycotina,Glomeromycotina sp.
254903,MG829361.1.1618,Glomeromycotina,Glomerales,Glomeraceae,Glomus,Glomeromycotina,Glomeromycotina sp.
254904,MG829419.1.1655,Glomeromycotina,Glomerales,Glomeraceae,Glomus,Glomeromycotina,Glomeromycotina sp.
254906,MG829487.1.1648,Glomeromycotina,Glomerales,Glomeraceae,Glomus,Glomeromycotina,Glomeromycotina sp.
254911,MG829582.1.1648,Glomeromycotina,Glomerales,uncultured,Glomeromycotina sp.,Glomeromycotina,Glomeromycotina sp.
254928,JQ689413.1.1659,Incertae Sedis,Lobulomycetales,Lobulomycetaceae,uncultured,uncultured,uncultured Chytridiomycota
254967,JQ627456.1.1532,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Bradymyces,uncultured Ascomycota
254970,JQ627511.1.1463,Basidiomycota,Cystobasidiomycetes,Incertae Sedis,Incertae Sedis,Buckleyzyma,uncultured Basidiomycota
255038,KF258733.1.1873,Basidiomycota,Tritirachiomycetes,Tritirachiales,Tritirachiaceae,Paratritirachium,Paratritirachium curvibasidium
255044,KF282675.1.1715,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,Ochroconis phaeophora
255063,JX139939.1.1263,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma sp. 2
255384,FBRN01000094.17148.18933,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum
255511,KC708360.1.1682,Glomeromycotina,Glomerales,Glomeraceae,Glomus,Glomeromycotina,Glomeromycotina sp. MIB 8870
255591,DQ336494.1.1238,Glomeromycotina,Glomerales,uncultured,uncultured Glomus,uncultured,uncultured Glomus
255689,JX273053.1.1700,Ascomycota,Dothideomycetes,Pleosporales,Halojulellaceae,Phoma,Phoma sp. FW1PhC5-1
255740,KC561971.1.1722,Incertae Sedis,Gromochytriales,Gromochytriaceae,uncultured,uncultured,uncultured Chytridiomycota
255753,MF766297.1.1633,Ascomycota,Lichinomycetes,Lichinales,Peltulaceae,Peltula,Peltula steppae
255759,MG829294.1.1653,Glomeromycotina,Archaeosporales,Archaeosporaceae,Glomeromycotina sp.,Glomeromycotina,Glomeromycotina sp.
255760,MG829398.1.1620,Glomeromycotina,Glomerales,Glomeraceae,Glomus,Glomeromycotina,Glomeromycotina sp.
255784,JQ689445.1.1662,Incertae Sedis,Gromochytriales,Gromochytriaceae,uncultured,uncultured,uncultured Chytridiomycota
255819,JX242607.1.1719,Entomophthoromycotina,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus,Basidiobolus heterosporus
255820,ABVF01000122.22506.24293,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,Arthroderma otae CBS 113480
255850,ABFN01002873.40.1664,Ascomycota,Eurotiomycetes,Onygenales,Incertae Sedis,Coccidioides,Coccidioides posadasii RMSCC 3700
255900,MF766272.1.1629,Ascomycota,Lichinomycetes,Lichinales,Peltulaceae,Peltula,Peltula sp. FK-2017a
255922,ABIS01004081.1.1259,Ascomycota,Eurotiomycetes,Onygenales,Incertae Sedis,Coccidioides,Coccidioides posadasii RMSCC 1037
255927,ABHY03000011.18667.20470,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces octosporus yFS286
255940,AY821992.1.1670,Incertae Sedis,Blastocladiales,Blastocladiaceae,Blastocladia,uncultured,uncultured Chytridiomycota
255961,JQ301612.1.1889,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Caloplaca,Caloplaca furax
255963,JQ302870.1.1839,Kickxellomycotina,Harpellales,Harpellaceae,Stachylina,Stachylina,Stachylina lentica
255984,JQ345728.1.2044,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,fungal sp. LF52
256049,KC978738.1.1597,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia petricola
256155,KF297922.1.1706,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia auricula-judae (ear fungus)
256174,KF381538.1.2223,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lichenomphalia,Lichenomphalia umbellifera
256419,JQ301632.1.1752,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,Teloschistes hosseusianus
256420,JQ301644.1.1621,Ascomycota,Lecanoromycetes,Buellia dispersa,,Buellia,Buellia dispersa
256421,JQ302852.1.1773,Kickxellomycotina,Harpellales,Legeriomycetaceae,Smittium,Smittium,Smittium sp. CO-13-W13
256454,JQ004937.1.1733,Mucoromycotina,Mucorales,Pilobolaceae,Pilobolus,Pilobolus,Pilobolus roridus
256513,MH685431.1.1669,Basidiomycota,,,,,
256564,ABHY03000011.39481.41282,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces octosporus yFS286
256579,AY821995.1.1675,Incertae Sedis,Blastocladiales,Blastocladiaceae,Blastocladia,uncultured,uncultured Chytridiomycota
256724,GQ355591.1.1614,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Penicillium chrysogenum
256794,AY882540.1.1214,Incertae Sedis,Lobulomycetales,Lobulomycetaceae,uncultured,uncultured,uncultured marine eukaryote
256822,AJ506018.1.1560,Incertae Sedis,Chytridiales,Chytridiaceae,uncultured,uncultured,uncultured rhizosphere chytridiomycete
256841,KF036640.1.1656,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Rhynchogastrema,Fonsecazyma mujuensis
256845,FN546176.1.1551,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,uncultured,uncultured eukaryote
256964,MH791185.1.1529,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum
256970,MH797000.1.1646,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia sp.
257109,KF036606.1.1656,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Rhynchogastrema,Rhynchogastrema noutii
257111,KF036689.1.1656,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia rhodozyma
257165,JQ301633.1.1621,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthomendoza,Xanthomendoza fallax
257166,JQ301646.1.1688,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Cyphelium,Cyphelium tigillare
257377,KF156047.1.1456,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,Verruconis gallopava
257378,KF156061.1.1463,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,Ochroconis tshawytschae
257385,MH145427.1.1302,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Aspergillus terreus
257395,JQ288099.1.1705,Incertae Sedis,Incertae Sedis,Incertae Sedis,Nucleophaga,Nucleophaga,Nucleophaga amoebae
257471,JQ302895.1.1855,Kickxellomycotina,Harpellales,Legeriomycetaceae,Smittium,Smittium,Smittium cf. morbosum WKRb
257504,EF682454.1.1336,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured eukaryote
257505,EF682473.1.1355,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,uncultured eukaryote
257541,GU187642.1.1799,Basidiomycota,Agaricomycetes,Boletales,Paragyrodon sphaerosporus,Paragyrodon,Paragyrodon sphaerosporus
257543,GU199043.1.1362,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Sphaerodes retispora var. retispora
257553,KF061203.1.1695,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae Sedis,Ambrosiozyma,Ambrosiozyma platypodis
257577,KF155204.1.1598,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea monophora
257743,MF398180.1.1763,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea brunnea
257766,HQ888688.1.1762,Incertae Sedis,Blastocladiales,Blastocladiaceae,Allomyces,Allomyces,Allomyces moniliformis
257799,KY053398.1.1289,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita diemii
257802,KY098776.1.1761,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae (baker's yeast)
257857,KC297624.1.1737,Kickxellomycotina,Harpellales,Legeriomycetaceae,Legerioides,Legerioides,Legerioides tumidus
257930,KC297619.1.1737,Kickxellomycotina,Harpellales,Legeriomycetaceae,Capniomyces,Capniomyces,Capniomyces sasquatchoides
258007,JF263496.1.1628,Basidiomycota,Pucciniomycetes,Pucciniales,Uropyxidaceae,Dasyspora,Dasyspora amazonica
258069,JN054674.1.1518,Basidiomycota,Tremellomycetes,Trichosporonales,uncultured fungus,uncultured,uncultured fungus
258091,EU417625.1.1685,Glomeromycotina,Glomerales,Glomeraceae,Rhizophagus,uncultured,uncultured Glomus
258092,KF282671.1.1686,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,Ochroconis constricta
258164,MG547960.1.1362,Ascomycota,Dothideomycetes,Pleosporales,Penicillium sp.,Penicillium,Penicillium sp.
258516,JQ627480.1.1505,Ascomycota,Dothideomycetes,uncultured Ascomycota,,uncultured,uncultured Ascomycota
258546,KC455309.1.1572,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora sessilis
258745,KF291211.1.1721,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus poetarum
258758,GU733349.1.1382,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus restrictus
258813,JQ429249.1.1638,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Pleurothecium,Pleurothecium recurvatum
258837,JQ698886.1.1782,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Cyniclomyces,Cyniclomyces guttulatus
258838,JQ698903.1.1727,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hypopichia-Candida,Hypopichia-Candida clade
